_id,title,slug,pageUrl,postedAt,baseScore,voteCount,commentCount,meta,question,url,user.username,user.slug,user.displayName,user,scraped_text,scraped_links,scraped_title,scrape_status,word_count,scrape_error
XN8wSvw3Zw9Ys86dd,[Stub] Ontological crisis = out of environment behaviour?,stub-ontological-crisis-out-of-environment-behaviour,https://www.lesswrong.com/posts/XN8wSvw3Zw9Ys86dd/stub-ontological-crisis-out-of-environment-behaviour,2016-01-13T15:10:54.477Z,15,11,4,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
FZJe2pfk7yrvKcumN,Meetup : Baltimore Area: Epistemology of Disagreement,meetup-baltimore-area-epistemology-of-disagreement,https://www.lesswrong.com/posts/FZJe2pfk7yrvKcumN/meetup-baltimore-area-epistemology-of-disagreement,2016-01-12T13:33:43.696Z,2,2,0,False,False,,iarwain1,iarwain1,iarwain1,,,,,,0,
5bd75cc58225bf06703750b2,Tackling the subagent problem: preliminary analysis,tackling-the-subagent-problem-preliminary-analysis,https://www.lesswrong.com/posts/5bd75cc58225bf06703750b2/tackling-the-subagent-problem-preliminary-analysis,2016-01-12T12:27:36.000Z,0,0,0,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
Y7dfdoTNXBHCtGGRM,Tackling the subagent problem: preliminary analysis,tackling-the-subagent-problem-preliminary-analysis,https://www.lesswrong.com/posts/Y7dfdoTNXBHCtGGRM/tackling-the-subagent-problem-preliminary-analysis,2016-01-12T12:26:05.310Z,9,6,16,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
4hWA5TRH4L3bmQR7y,"Open Thread, January 11-17, 2016",open-thread-january-11-17-2016,https://www.lesswrong.com/posts/4hWA5TRH4L3bmQR7y/open-thread-january-11-17-2016,2016-01-12T10:29:29.953Z,6,4,173,False,False,,username2,username2,username2,,,,,,0,
iQnL6ytc4W3S8QGTm,Instrumental behaviour: Inbox zero - A guide,instrumental-behaviour-inbox-zero-a-guide,https://www.lesswrong.com/posts/iQnL6ytc4W3S8QGTm/instrumental-behaviour-inbox-zero-a-guide,2016-01-12T07:28:04.904Z,6,5,12,False,False,,Elo,elo,Elo,,,,,,0,
JXm8Zb2mPnA6aWmEi,Gamified psychiatry,gamified-psychiatry,https://www.lesswrong.com/posts/JXm8Zb2mPnA6aWmEi/gamified-psychiatry,2016-01-12T00:16:48.864Z,0,14,12,False,False,,,,,,,,,,0,
sXwz7xG4iGKeSqTjd,What can go wrong with the following protocol for AI containment?,what-can-go-wrong-with-the-following-protocol-for-ai,https://www.lesswrong.com/posts/sXwz7xG4iGKeSqTjd/what-can-go-wrong-with-the-following-protocol-for-ai,2016-01-11T23:03:20.846Z,0,3,29,False,False,,ZoltanBerrigomo,zoltanberrigomo,ZoltanBerrigomo,,,,,,0,
CN5YBP56rPTFiphAN,"[Link] Lifehack article promoting rationality-themed ideas, namely long-term orientation, mere-exposure effect, consider-the-alternative, and agency",link-lifehack-article-promoting-rationality-themed-ideas,https://www.lesswrong.com/posts/CN5YBP56rPTFiphAN/link-lifehack-article-promoting-rationality-themed-ideas,2016-01-11T20:14:17.356Z,9,14,5,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,,,,,0,
dfZS9wz4nThtdx5jh,Meetup : San Francisco Meetup: Projects,meetup-san-francisco-meetup-projects-2,https://www.lesswrong.com/posts/dfZS9wz4nThtdx5jh/meetup-san-francisco-meetup-projects-2,2016-01-11T06:18:55.184Z,2,2,0,False,False,,rocurley,rocurley,rocurley,,,,,,0,
98AuXL5vNGgXanfDQ,Meetup : LessWrong Community Weekend,meetup-lesswrong-community-weekend,https://www.lesswrong.com/posts/98AuXL5vNGgXanfDQ/meetup-lesswrong-community-weekend,2016-01-10T15:39:30.439Z,2,2,1,False,False,,blob,blob,blob,,,,,,0,
KM5WcMse3c7ChTXie,Variations on the Sleeping Beauty,variations-on-the-sleeping-beauty,https://www.lesswrong.com/posts/KM5WcMse3c7ChTXie/variations-on-the-sleeping-beauty,2016-01-10T13:00:52.115Z,0,5,6,False,False,,casebash,casebash,casebash,,,,,,0,
JYxFiGHBsrCqhGQq3,Meetup :  Discussion of AI as a positive and negative factor in global risk,meetup-discussion-of-ai-as-a-positive-and-negative-factor-in,https://www.lesswrong.com/posts/JYxFiGHBsrCqhGQq3/meetup-discussion-of-ai-as-a-positive-and-negative-factor-in,2016-01-10T04:31:16.284Z,2,2,0,False,False,,agilecaveman,agilecaveman,agilecaveman,,,,,,0,
tteNT2GqoJ75riTyd,Are we failing the ideological Turing test in the case of ISIS? (a crazy ideas thread),are-we-failing-the-ideological-turing-test-in-the-case-of,https://www.lesswrong.com/posts/tteNT2GqoJ75riTyd/are-we-failing-the-ideological-turing-test-in-the-case-of,2016-01-09T16:42:59.906Z,-2,14,86,False,False,,Val,val,Val,,,,,,0,
qXzCdYbcAkF48tTig,[LINK] OpenAI doing an AMA today,link-openai-doing-an-ama-today,https://www.lesswrong.com/posts/qXzCdYbcAkF48tTig/link-openai-doing-an-ama-today,2016-01-09T14:47:30.310Z,6,5,3,False,False,,Vika,vika,Vika,,,,,,0,
5bd75cc58225bf06703750b1,Another view of quantilizers: avoiding Goodhart's Law,another-view-of-quantilizers-avoiding-goodhart-s-law,https://www.lesswrong.com/posts/5bd75cc58225bf06703750b1/another-view-of-quantilizers-avoiding-goodhart-s-law,2016-01-09T04:02:26.000Z,26,8,2,False,False,,jessica.liu.taylor,jessica-liu-taylor,jessicata,,,,,,0,
w3SDzrFHnBRqGwxRA,Consequences of the Non-Existence of Perfect Theoretical Rationality,consequences-of-the-non-existence-of-perfect-theoretical,https://www.lesswrong.com/posts/w3SDzrFHnBRqGwxRA/consequences-of-the-non-existence-of-perfect-theoretical,2016-01-09T01:22:38.059Z,0,8,49,False,False,,casebash,casebash,casebash,,,,,,0,
aBEdmkhFEZan5Yd44,Meetup : Moscow meetup: guest talk on why LW community is lazy and cowardly; double crux game,meetup-moscow-meetup-guest-talk-on-why-lw-community-is-lazy,https://www.lesswrong.com/posts/aBEdmkhFEZan5Yd44/meetup-moscow-meetup-guest-talk-on-why-lw-community-is-lazy,2016-01-08T22:02:19.896Z,2,2,0,False,False,,berekuk,slava-matyukhin,Slava Matyukhin,,,,,,0,
hyShWEQRX2Hf3eqro,Weekly LW Meetups,weekly-lw-meetups-85,https://www.lesswrong.com/posts/hyShWEQRX2Hf3eqro/weekly-lw-meetups-85,2016-01-08T17:02:41.992Z,2,2,0,False,False,,,,,,,,,,0,
xt5Z2Kgp8HXTRKmQf,A toy model of the treacherous turn,a-toy-model-of-the-treacherous-turn,https://www.lesswrong.com/posts/xt5Z2Kgp8HXTRKmQf/a-toy-model-of-the-treacherous-turn,2016-01-08T12:58:04.592Z,43,32,13,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
Zk54C3NutteSLZCjd,Meetup : Rationality Dojo & Picnic in the park,meetup-rationality-dojo-and-picnic-in-the-park,https://www.lesswrong.com/posts/Zk54C3NutteSLZCjd/meetup-rationality-dojo-and-picnic-in-the-park,2016-01-07T12:32:08.430Z,2,2,28,False,False,,Chriswaterguy,chriswaterguy,Chriswaterguy,,,,,,0,
jk2ovb7fQ3mskjdMs,Consciousness and Sleep,consciousness-and-sleep,https://www.lesswrong.com/posts/jk2ovb7fQ3mskjdMs/consciousness-and-sleep,2016-01-07T12:04:32.572Z,12,16,36,False,False,,casebash,casebash,casebash,,,,,,0,
4imGq7DFKKt7sAT58,Meetup : Portland meetup - Dojo style.,meetup-portland-meetup-dojo-style,https://www.lesswrong.com/posts/4imGq7DFKKt7sAT58/meetup-portland-meetup-dojo-style,2016-01-07T02:32:07.000Z,5,3,0,False,False,,Elo,elo,Elo,,,,,,0,
FW3DEYbKPZJh5A8Bj,Guns And States,guns-and-states,https://www.lesswrong.com/posts/FW3DEYbKPZJh5A8Bj/guns-and-states,2016-01-07T02:29:05.000Z,31,23,1,False,False,,Yvain,scottalexander,Scott Alexander,,,,,,0,
5bd75cc58225bf06703750a5,Logical counterfactuals for random algorithms,logical-counterfactuals-for-random-algorithms,https://www.lesswrong.com/posts/5bd75cc58225bf06703750a5/logical-counterfactuals-for-random-algorithms,2016-01-06T13:29:52.000Z,5,3,0,False,False,,vanessa-kosoy,vanessa-kosoy,Vanessa Kosoy,,,,,,0,
zKfRuA4iFsbiofg5j,Your transhuman copy is of questionable value to your meat self.,your-transhuman-copy-is-of-questionable-value-to-your-meat,https://www.lesswrong.com/posts/zKfRuA4iFsbiofg5j/your-transhuman-copy-is-of-questionable-value-to-your-meat,2016-01-06T09:03:30.949Z,14,31,142,False,False,,Usul,usul,Usul,,,,,,0,
q6D2YX4ycGdEFreJ8,[Link] Huffington Post article about dual process theory,link-huffington-post-article-about-dual-process-theory,https://www.lesswrong.com/posts/q6D2YX4ycGdEFreJ8/link-huffington-post-article-about-dual-process-theory,2016-01-06T01:44:31.078Z,13,11,2,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,,,,,0,
WxDpeBi6aQAMH4BGB,[Stub] The problem with Chesterton's Fence,stub-the-problem-with-chesterton-s-fence,https://www.lesswrong.com/posts/WxDpeBi6aQAMH4BGB/stub-the-problem-with-chesterton-s-fence,2016-01-05T17:10:31.503Z,25,22,52,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,,,,,0,
McrkrwEfvCPTpJge6,"Meetup : Washington, D.C.: Fun & Games",meetup-washington-d-c-fun-and-games-6,https://www.lesswrong.com/posts/McrkrwEfvCPTpJge6/meetup-washington-d-c-fun-and-games-6,2016-01-04T16:11:09.606Z,3,2,0,False,False,,RobinZ,robinz,RobinZ,,,,,,0,
gRha5Y968HCezAFpj,"Open Thread, January 4-10, 2016",open-thread-january-4-10-2016,https://www.lesswrong.com/posts/gRha5Y968HCezAFpj/open-thread-january-4-10-2016,2016-01-04T13:06:58.608Z,9,6,426,False,False,,polymathwannabe,polymathwannabe,polymathwannabe,,,,,,0,
225697eyttttp6pBj,A note about calibration of confidence,a-note-about-calibration-of-confidence,https://www.lesswrong.com/posts/225697eyttttp6pBj/a-note-about-calibration-of-confidence,2016-01-04T06:57:08.297Z,18,14,35,False,False,,jbay,jbay,jbay,,,,,,0,
5bd75cc58225bf06703750ab,Active learning for opaque predictors,active-learning-for-opaque-predictors,https://www.lesswrong.com/posts/5bd75cc58225bf06703750ab/active-learning-for-opaque-predictors,2016-01-03T21:15:28.000Z,1,1,0,False,False,,paulfchristiano,paulfchristiano,paulfchristiano,,,,,,0,
pKduGWkywmRzQYoEn,Polling Thread January 2016,polling-thread-january-2016,https://www.lesswrong.com/posts/pKduGWkywmRzQYoEn/polling-thread-january-2016,2016-01-03T17:43:17.911Z,6,7,17,False,False,,Gunnar_Zarncke,gunnar_zarncke,Gunnar_Zarncke,,,,,,0,
FxPjMLXpSdZFS4htL,Meetup : Palo Alto Meetup: Introduction to Causal Inference,meetup-palo-alto-meetup-introduction-to-causal-inference,https://www.lesswrong.com/posts/FxPjMLXpSdZFS4htL/meetup-palo-alto-meetup-introduction-to-causal-inference,2016-01-03T02:22:37.793Z,3,2,0,False,False,,Anders_H,anders_h,Anders_H,,,,,,0,
aK4wfNo4FGWNtkMtQ,Meetup : Palo Alto Meetup:  The Economics of AI,meetup-palo-alto-meetup-the-economics-of-ai,https://www.lesswrong.com/posts/aK4wfNo4FGWNtkMtQ/meetup-palo-alto-meetup-the-economics-of-ai,2016-01-03T02:20:41.540Z,3,2,0,False,False,,Anders_H,anders_h,Anders_H,,,,,,0,
ZJHDDM8eWyXvMB924,The art of response,the-art-of-response,https://www.lesswrong.com/posts/ZJHDDM8eWyXvMB924/the-art-of-response,2016-01-03T02:00:00.000Z,14,6,0,False,False,https://mindingourway.com/the-art-of-response/,So8res,so8res,So8res,,,,,,0,
bMXurpN9qj8NWZKDR,Why CFAR's Mission?,why-cfar-s-mission,https://www.lesswrong.com/posts/bMXurpN9qj8NWZKDR/why-cfar-s-mission,2016-01-02T23:23:30.935Z,59,41,56,False,False,,AnnaSalamon,annasalamon,AnnaSalamon,,,,,,0,
afrjtz6M6k5rSMvXK,"Meetup : London diaspora meetup, 10/01/2016",meetup-london-diaspora-meetup-10-01-2016,https://www.lesswrong.com/posts/afrjtz6M6k5rSMvXK/meetup-london-diaspora-meetup-10-01-2016,2016-01-02T20:41:05.950Z,5,3,0,False,False,,philh,philh,philh,,,,,,0,
Y2mLqxE9tyxMgd9Q6,Intentional Insights and the Effective Altruism Movement – Q & A,intentional-insights-and-the-effective-altruism-movement-q,https://www.lesswrong.com/posts/Y2mLqxE9tyxMgd9Q6/intentional-insights-and-the-effective-altruism-movement-q,2016-01-02T19:43:15.412Z,14,17,42,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,,,,,0,
fdTe8hM4ap8bkaps5,Monthly Bragging Thread January 2016,monthly-bragging-thread-january-2016,https://www.lesswrong.com/posts/fdTe8hM4ap8bkaps5/monthly-bragging-thread-january-2016,2016-01-01T16:14:15.640Z,8,6,29,False,False,,elharo,elharo,elharo,,,,,,0,
C8XRdyTvjp7Npqq63,Rationality Quotes Thread January 2016,rationality-quotes-thread-january-2016,https://www.lesswrong.com/posts/C8XRdyTvjp7Npqq63/rationality-quotes-thread-january-2016,2016-01-01T16:00:57.019Z,9,6,199,False,False,,elharo,elharo,elharo,,,,,,0,
q42NqMotYkAMAoRX9,January 2016 Media Thread,january-2016-media-thread,https://www.lesswrong.com/posts/q42NqMotYkAMAoRX9/january-2016-media-thread,2016-01-01T15:16:35.515Z,9,6,46,False,False,,ArisKatsaris,ariskatsaris,ArisKatsaris,,,,,,0,
SjKA9CGEfLbLJDd7j,Meetup : San Francisco Meetup: Revealed New Years Resolutions,meetup-san-francisco-meetup-revealed-new-years-resolutions,https://www.lesswrong.com/posts/SjKA9CGEfLbLJDd7j/meetup-san-francisco-meetup-revealed-new-years-resolutions,2016-01-01T02:26:22.352Z,2,2,0,False,False,,rocurley,rocurley,rocurley,,,,,,0,
Pqf3guhcTbRNT8rhe,Meetup : Washington D.C.: Meta Meetup,meetup-washington-d-c-meta-meetup-0,https://www.lesswrong.com/posts/Pqf3guhcTbRNT8rhe/meetup-washington-d-c-meta-meetup-0,2016-01-01T02:06:07.179Z,3,2,0,False,False,,RobinZ,robinz,RobinZ,,,,,,0,
