_id,title,slug,pageUrl,postedAt,baseScore,voteCount,commentCount,meta,question,url,user.username,user.slug,user.displayName,user,scraped_content
sWrAeT5QQ5CapLQ6W,On 'Why Global Poverty?' and Arguments from Unobservable Impacts,on-why-global-poverty-and-arguments-from-unobservable,https://www.lesswrong.com/posts/sWrAeT5QQ5CapLQ6W/on-why-global-poverty-and-arguments-from-unobservable,2016-02-13T06:04:02.979Z,15,11,2,False,False,,Gram_Stone,gram_stone,Gram_Stone,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/sWrAeT5QQ5CapLQ6W/on-why-global-poverty-and-arguments-from-unobservable
9TNQLu6xK8G4qHD2k,Weekly LW Meetups,weekly-lw-meetups-52,https://www.lesswrong.com/posts/9TNQLu6xK8G4qHD2k/weekly-lw-meetups-52,2016-02-12T16:41:33.952Z,2,2,0,False,False,,,,,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/9TNQLu6xK8G4qHD2k/weekly-lw-meetups-52
5qxghDmf4DopLFGa8,Where does our community disagree about meaningful issues?,where-does-our-community-disagree-about-meaningful-issues,https://www.lesswrong.com/posts/5qxghDmf4DopLFGa8/where-does-our-community-disagree-about-meaningful-issues,2016-02-12T11:34:37.075Z,28,18,56,False,False,,ChristianKl,christiankl,ChristianKl,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/5qxghDmf4DopLFGa8/where-does-our-community-disagree-about-meaningful-issues
jGywMCBHN4FFrTMny,"Meetup : Washington, D.C.: National Portrait Gallery/American Art Museum",meetup-washington-d-c-national-portrait-gallery-american-art,https://www.lesswrong.com/posts/jGywMCBHN4FFrTMny/meetup-washington-d-c-national-portrait-gallery-american-art,2016-02-11T19:17:15.517Z,3,2,0,False,False,,RobinZ,robinz,RobinZ,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/jGywMCBHN4FFrTMny/meetup-washington-d-c-national-portrait-gallery-american-art
5bd75cc58225bf06703750d0,Things that can go wrong with decomposed modules,things-that-can-go-wrong-with-decomposed-modules,https://www.lesswrong.com/posts/5bd75cc58225bf06703750d0/things-that-can-go-wrong-with-decomposed-modules,2016-02-11T12:29:04.000Z,2,1,1,False,False,,Stuart_Armstrong,stuart_armstrong,Stuart_Armstrong,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/5bd75cc58225bf06703750d0/things-that-can-go-wrong-with-decomposed-modules
6fxdeidT8PLkB7qcu,Meetup : Sydney Rationality Dojo - March,meetup-sydney-rationality-dojo-march,https://www.lesswrong.com/posts/6fxdeidT8PLkB7qcu/meetup-sydney-rationality-dojo-march,2016-02-11T09:24:34.214Z,2,2,0,False,False,,luminosity,luminosity,luminosity,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/6fxdeidT8PLkB7qcu/meetup-sydney-rationality-dojo-march
ScgZ4n2QKwKp2DEdn,Meetup : San Francisco Meetup: Projects,meetup-san-francisco-meetup-projects-0,https://www.lesswrong.com/posts/ScgZ4n2QKwKp2DEdn/meetup-san-francisco-meetup-projects-0,2016-02-11T06:13:40.270Z,2,2,0,False,False,,rocurley,rocurley,rocurley,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/ScgZ4n2QKwKp2DEdn/meetup-san-francisco-meetup-projects-0
xm6yZgHcxYTG3DbQQ,Meetup : LessWrong Sao Paulo monthly meetup,meetup-lesswrong-sao-paulo-monthly-meetup,https://www.lesswrong.com/posts/xm6yZgHcxYTG3DbQQ/meetup-lesswrong-sao-paulo-monthly-meetup,2016-02-11T01:39:45.748Z,3,3,0,False,False,,leohmarruda,leohmarruda,leohmarruda,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/xm6yZgHcxYTG3DbQQ/meetup-lesswrong-sao-paulo-monthly-meetup
fkQ2Ka9CyRZ3zSHvc,"Meetup : Ann Arbor Meetup, 2/19/16",meetup-ann-arbor-meetup-2-19-16,https://www.lesswrong.com/posts/fkQ2Ka9CyRZ3zSHvc/meetup-ann-arbor-meetup-2-19-16,2016-02-11T00:28:05.769Z,2,2,24,False,False,,Bound_up,bound_up,Bound_up,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/fkQ2Ka9CyRZ3zSHvc/meetup-ann-arbor-meetup-2-19-16
TbPxduWbcy3jkbAzb,Rationality Reading Group: Part T: Science and Rationality,rationality-reading-group-part-t-science-and-rationality,https://www.lesswrong.com/posts/TbPxduWbcy3jkbAzb/rationality-reading-group-part-t-science-and-rationality,2016-02-10T23:40:55.390Z,8,6,0,False,False,,Gram_Stone,gram_stone,Gram_Stone,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/TbPxduWbcy3jkbAzb/rationality-reading-group-part-t-science-and-rationality
5bd75cc58225bf0670375019,Proof Length and Logical Counterfactuals Revisited,proof-length-and-logical-counterfactuals-revisited,https://www.lesswrong.com/posts/5bd75cc58225bf0670375019/proof-length-and-logical-counterfactuals-revisited,2016-02-10T18:56:38.000Z,3,3,5,False,False,,orthonormal,orthonormal,orthonormal,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/5bd75cc58225bf0670375019/proof-length-and-logical-counterfactuals-revisited
EMQvY64ZYiLmj2Swp,this is a test,this-is-a-test-0,https://www.lesswrong.com/posts/EMQvY64ZYiLmj2Swp/this-is-a-test-0,2016-02-10T01:16:50.776Z,1,1,0,False,False,,_rpd,_rpd,_rpd,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/EMQvY64ZYiLmj2Swp/this-is-a-test-0
4FNndynQhfKCWEyZe,The Brain Preservation Foundation's Small Mammalian Brain Prize won,the-brain-preservation-foundation-s-small-mammalian-brain,https://www.lesswrong.com/posts/4FNndynQhfKCWEyZe/the-brain-preservation-foundation-s-small-mammalian-brain,2016-02-09T21:02:02.585Z,71,44,42,False,False,,gwern,gwern,gwern,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/4FNndynQhfKCWEyZe/the-brain-preservation-foundation-s-small-mammalian-brain
b2mHDKBySXrnb6DTv,Religious and Rational?,religious-and-rational,https://www.lesswrong.com/posts/b2mHDKBySXrnb6DTv/religious-and-rational,2016-02-09T20:12:28.609Z,1,19,86,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/b2mHDKBySXrnb6DTv/religious-and-rational
qo43WMkv6FnJmjySx,Meetup : Quantum Homeschooling,meetup-quantum-homeschooling,https://www.lesswrong.com/posts/qo43WMkv6FnJmjySx/meetup-quantum-homeschooling,2016-02-09T09:30:00.824Z,3,2,0,False,False,,JoshuaFox,joshuafox,JoshuaFox,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/qo43WMkv6FnJmjySx/meetup-quantum-homeschooling
fLmTzzmtNp5ZPMCXn,Is Spirituality Irrational?,is-spirituality-irrational,https://www.lesswrong.com/posts/fLmTzzmtNp5ZPMCXn/is-spirituality-irrational,2016-02-09T01:42:33.894Z,1,36,430,False,False,,lisper,lisper,lisper,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/fLmTzzmtNp5ZPMCXn/is-spirituality-irrational
5bd75cc58225bf06703750ce,Naturalistic Logical Updates,naturalistic-logical-updates,https://www.lesswrong.com/posts/5bd75cc58225bf06703750ce/naturalistic-logical-updates,2016-02-09T01:28:34.000Z,3,2,3,False,False,,abramdemski,abramdemski,abramdemski,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/5bd75cc58225bf06703750ce/naturalistic-logical-updates
Ry5NJwQjfifFrCmE3,The Fable of the Burning Branch,the-fable-of-the-burning-branch,https://www.lesswrong.com/posts/Ry5NJwQjfifFrCmE3/the-fable-of-the-burning-branch,2016-02-08T15:20:03.842Z,-41,50,178,False,False,,EphemeralNight,ephemeralnight,EphemeralNight,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/Ry5NJwQjfifFrCmE3/the-fable-of-the-burning-branch
zHnGE63TQMwBNKrc2,Require contributions in advance,require-contributions-in-advance,https://www.lesswrong.com/posts/zHnGE63TQMwBNKrc2/require-contributions-in-advance,2016-02-08T12:55:58.720Z,97,74,27,False,False,,Viliam,viliam,Viliam,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/zHnGE63TQMwBNKrc2/require-contributions-in-advance
GLL9qaiamGzniE5E8,Altruistic parenting,altruistic-parenting,https://www.lesswrong.com/posts/GLL9qaiamGzniE5E8/altruistic-parenting,2016-02-08T11:57:16.935Z,3,10,22,False,False,,,,,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/GLL9qaiamGzniE5E8/altruistic-parenting
naQktZ5JScHTHChm2,Lesswrong Survey - invitation for suggestions,lesswrong-survey-invitation-for-suggestions,https://www.lesswrong.com/posts/naQktZ5JScHTHChm2/lesswrong-survey-invitation-for-suggestions,2016-02-08T08:07:23.753Z,17,14,29,False,False,,Elo,elo,Elo,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/naQktZ5JScHTHChm2/lesswrong-survey-invitation-for-suggestions
9qXevmQAAg8prhxn2,"Open Thread, Feb 8 - Feb 15, 2016",open-thread-feb-8-feb-15-2016,https://www.lesswrong.com/posts/9qXevmQAAg8prhxn2/open-thread-feb-8-feb-15-2016,2016-02-08T04:47:02.516Z,9,5,224,False,False,,Elo,elo,Elo,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/9qXevmQAAg8prhxn2/open-thread-feb-8-feb-15-2016
5bd75cc58225bf06703750a3,Thoughts on Logical Dutch Book Arguments,thoughts-on-logical-dutch-book-arguments,https://www.lesswrong.com/posts/5bd75cc58225bf06703750a3/thoughts-on-logical-dutch-book-arguments,2016-02-07T23:10:22.000Z,4,3,0,False,False,,abramdemski,abramdemski,abramdemski,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/5bd75cc58225bf06703750a3/thoughts-on-logical-dutch-book-arguments
o3cCbYP6ejG9554ck,Conveying rational thinking about long-term goals to youth and young adults,conveying-rational-thinking-about-long-term-goals-to-youth,https://www.lesswrong.com/posts/o3cCbYP6ejG9554ck/conveying-rational-thinking-about-long-term-goals-to-youth,2016-02-07T01:54:30.519Z,11,18,9,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/o3cCbYP6ejG9554ck/conveying-rational-thinking-about-long-term-goals-to-youth
MrasxtZCBTT7XkkEc,Meetup : Less Wrong NH Meetup,meetup-less-wrong-nh-meetup-0,https://www.lesswrong.com/posts/MrasxtZCBTT7XkkEc/meetup-less-wrong-nh-meetup-0,2016-02-06T23:16:02.065Z,2,2,0,False,False,,Tuk,tuk,Tuk,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/MrasxtZCBTT7XkkEc/meetup-less-wrong-nh-meetup-0
5bd75cc58225bf06703750cc,AI safety in the age of neural networks and Stanislaw Lem 1959 prediction,ai-safety-in-the-age-of-neural-networks-and-stanislaw-lem-1959-prediction,https://www.lesswrong.com/posts/5bd75cc58225bf06703750cc/ai-safety-in-the-age-of-neural-networks-and-stanislaw-lem-1959-prediction,2016-02-06T12:50:07.000Z,0,0,0,False,False,http://lesswrong.com/r/discussion/lw/n8z/ai_safety_in_the_age_of_neural_networks_and/,avturchin,avturchin,avturchin,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/5bd75cc58225bf06703750cc/ai-safety-in-the-age-of-neural-networks-and-stanislaw-lem-1959-prediction
gc5Lf5LvD7CJsoxHB,Request for help with economic analysis related to AI forecasting,request-for-help-with-economic-analysis-related-to-ai,https://www.lesswrong.com/posts/gc5Lf5LvD7CJsoxHB/request-for-help-with-economic-analysis-related-to-ai,2016-02-06T01:27:39.810Z,9,7,13,False,False,,ESRogs,esrogs,ESRogs,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/gc5Lf5LvD7CJsoxHB/request-for-help-with-economic-analysis-related-to-ai
a6bAEsKBmufakKmJT,Weekly LW Meetups,weekly-lw-meetups-79,https://www.lesswrong.com/posts/a6bAEsKBmufakKmJT/weekly-lw-meetups-79,2016-02-05T16:40:09.693Z,2,2,1,False,False,,,,,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/a6bAEsKBmufakKmJT/weekly-lw-meetups-79
hdB27EpTDxexoWJpH,[Link] How I Escaped The Darkness of Mental Illness,link-how-i-escaped-the-darkness-of-mental-illness,https://www.lesswrong.com/posts/hdB27EpTDxexoWJpH/link-how-i-escaped-the-darkness-of-mental-illness,2016-02-04T23:08:47.444Z,5,18,10,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/hdB27EpTDxexoWJpH/link-how-i-escaped-the-darkness-of-mental-illness
anH6uREgusjegAuQ2,"Meetup : London Rationalish meetup, 7/2/16",meetup-london-rationalish-meetup-7-2-16,https://www.lesswrong.com/posts/anH6uREgusjegAuQ2/meetup-london-rationalish-meetup-7-2-16,2016-02-04T16:34:13.317Z,3,2,0,False,False,,philh,philh,philh,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/anH6uREgusjegAuQ2/meetup-london-rationalish-meetup-7-2-16
PSz49uSP93gXn2XP4,Meetup : San Francisco Meetup: Fun and Games,meetup-san-francisco-meetup-fun-and-games-0,https://www.lesswrong.com/posts/PSz49uSP93gXn2XP4/meetup-san-francisco-meetup-fun-and-games-0,2016-02-04T06:15:39.644Z,2,2,0,False,False,,rocurley,rocurley,rocurley,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/PSz49uSP93gXn2XP4/meetup-san-francisco-meetup-fun-and-games-0
5bd75cc58225bf06703750cb,Analysis of Algorithms and Partial Algorithms,analysis-of-algorithms-and-partial-algorithms,https://www.lesswrong.com/posts/5bd75cc58225bf06703750cb/analysis-of-algorithms-and-partial-algorithms,2016-02-04T00:15:55.000Z,3,2,3,False,False,http://arxiv.org/abs/1601.03411,Imported-IAFF-User-131,IAFF-User-131,IAFF-User-131,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/5bd75cc58225bf06703750cb/analysis-of-algorithms-and-partial-algorithms
g2355pBbaYSfPMk2m,Gamify your goals: How turning your life into a game can help help you make better decisions and be more productive,gamify-your-goals-how-turning-your-life-into-a-game-can-help,https://www.lesswrong.com/posts/g2355pBbaYSfPMk2m/gamify-your-goals-how-turning-your-life-into-a-game-can-help,2016-02-03T22:48:57.044Z,19,17,12,False,False,,BayesianMind,bayesianmind,BayesianMind,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/g2355pBbaYSfPMk2m/gamify-your-goals-how-turning-your-life-into-a-game-can-help
jdLPq8JZXNzCCuJq9,A Rationalist Guide to OkCupid,a-rationalist-guide-to-okcupid,https://www.lesswrong.com/posts/jdLPq8JZXNzCCuJq9/a-rationalist-guide-to-okcupid,2016-02-03T20:50:05.175Z,41,26,66,False,False,,Jacobian,jacob-falkovich,Jacob Falkovich,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/jdLPq8JZXNzCCuJq9/a-rationalist-guide-to-okcupid
GgXpryqWGePMMmYxf,Value learners & wireheading,value-learners-and-wireheading,https://www.lesswrong.com/posts/GgXpryqWGePMMmYxf/value-learners-and-wireheading,2016-02-03T09:50:25.165Z,9,6,3,False,False,,Manfred,manfred,Manfred,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/GgXpryqWGePMMmYxf/value-learners-and-wireheading
FYav4vYLyyPCZbzeT,Upcoming LW Changes,upcoming-lw-changes,https://www.lesswrong.com/posts/FYav4vYLyyPCZbzeT/upcoming-lw-changes,2016-02-03T05:34:34.472Z,71,47,106,True,False,,Vaniver,vaniver,Vaniver,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/FYav4vYLyyPCZbzeT/upcoming-lw-changes
QQBEv2XjzCW63B62h,Meetup : Rationality Dojo: Habits,meetup-rationality-dojo-habits,https://www.lesswrong.com/posts/QQBEv2XjzCW63B62h/meetup-rationality-dojo-habits,2016-02-03T02:11:04.710Z,2,2,0,False,False,,Calien,calien,Calien,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/QQBEv2XjzCW63B62h/meetup-rationality-dojo-habits
PJS5smiYT3yy7ocYQ,"Meetup : Washington, D.C.: Fermi Estimates",meetup-washington-d-c-fermi-estimates-0,https://www.lesswrong.com/posts/PJS5smiYT3yy7ocYQ/meetup-washington-d-c-fermi-estimates-0,2016-02-02T21:14:24.154Z,3,2,0,False,False,,RobinZ,robinz,RobinZ,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/PJS5smiYT3yy7ocYQ/meetup-washington-d-c-fermi-estimates-0
o5PojLYFEWtyeo4ct,The AI That Pretends To Be Human,the-ai-that-pretends-to-be-human,https://www.lesswrong.com/posts/o5PojLYFEWtyeo4ct/the-ai-that-pretends-to-be-human,2016-02-02T19:39:33.253Z,5,10,69,False,False,,Houshalter,houshalter,Houshalter,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/o5PojLYFEWtyeo4ct/the-ai-that-pretends-to-be-human
bnCzL5T7HCZ57i7Fw,Rationality Quotes Thread February 2016,rationality-quotes-thread-february-2016,https://www.lesswrong.com/posts/bnCzL5T7HCZ57i7Fw/rationality-quotes-thread-february-2016,2016-02-02T18:17:22.039Z,10,6,97,False,False,,elharo,elharo,elharo,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/bnCzL5T7HCZ57i7Fw/rationality-quotes-thread-february-2016
NiN6fNXjnS9hMSB2C,A Strange Argument about the potential Importance of Multiverse Theory,a-strange-argument-about-the-potential-importance-of,https://www.lesswrong.com/posts/NiN6fNXjnS9hMSB2C/a-strange-argument-about-the-potential-importance-of,2016-02-02T04:22:06.876Z,1,16,36,False,False,,MakoYass,mako-yass,mako yass,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/NiN6fNXjnS9hMSB2C/a-strange-argument-about-the-potential-importance-of
F73oLhauzi6fJaYHo,Recklessness,recklessness,https://www.lesswrong.com/posts/F73oLhauzi6fJaYHo/recklessness,2016-02-02T02:00:00.000Z,12,5,0,False,False,https://mindingourway.com/recklessness/,So8res,so8res,So8res,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/F73oLhauzi6fJaYHo/recklessness
rZPs68SXYm2rBAeNT,February 2016 Media Thread,february-2016-media-thread,https://www.lesswrong.com/posts/rZPs68SXYm2rBAeNT/february-2016-media-thread,2016-02-02T00:20:37.857Z,6,4,46,False,False,,ArisKatsaris,ariskatsaris,ArisKatsaris,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/rZPs68SXYm2rBAeNT/february-2016-media-thread
CQJaESSPLvy8XmzpM,The Valentine’s Day Gift That Saves Lives,the-valentine-s-day-gift-that-saves-lives,https://www.lesswrong.com/posts/CQJaESSPLvy8XmzpM/the-valentine-s-day-gift-that-saves-lives,2016-02-01T17:00:50.753Z,-10,27,77,False,False,,Gleb_Tsipursky,gleb_tsipursky,Gleb_Tsipursky,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/CQJaESSPLvy8XmzpM/the-valentine-s-day-gift-that-saves-lives
CYPq3YpBWbdcJatJh,"Open thread, Feb. 01 - Feb. 07, 2016",open-thread-feb-01-feb-07-2016,https://www.lesswrong.com/posts/CYPq3YpBWbdcJatJh/open-thread-feb-01-feb-07-2016,2016-02-01T08:24:43.445Z,6,4,178,False,False,,MrMind,mrmind,MrMind,,Error: 403 Client Error: Forbidden for url: https://www.lesswrong.com/posts/CYPq3YpBWbdcJatJh/open-thread-feb-01-feb-07-2016
